,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme 1,Scheme 2,JOB_ID,ACCOUNT_ITEM_ID(Cont No.),Policy_No,Prefix,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_ADDRESS_3,SITE_ADDRESS_4(Post Code),CONTRACTOR,WORK_TYPE_1,WORK_TYPE_2,WORK_TYPE_3,CONTRACT_PRICE,Excess,Excess value,CODE1(rates),CODE2(rates),COMPLETION_DATE,Orig Pol Start Date,DEPOSIT_PAID_DATE,GUARANTEE_TERM_1,Commision,PAYMENT_MADE,IPT/TAX,IPTPLUSPAYMENT,NET_PREMIUM,MONTH_OF_COMPLETION,LOCATION,Type,No of Policies,Bord Month,Reserve Pot,Actuarial Split,Month of Account,Bord Name,Customer Surname,Unique identifier,Actuarial Adjustment,Claims Paid(Y or N),Claim Amount
Global Home Warranties,GHW ROI,Week 4,,SINI1007140705,GHW,5,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,49848.25,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100229,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140706,GHW,6,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,74772.38,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100230,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140707,GHW,7,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,74772.38,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100231,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140708,GHW,8,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,49848.25,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100232,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140709,GHW,9,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,49848.25,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100233,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140710,GHW,10,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,59817.9,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100234,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140711,GHW,11,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,59817.9,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100235,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140712,GHW,12,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,119635.8,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100236,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1007140713,GHW,13,"Calderwood Court, Calderwood Road, Drumcondra, Dublin 9",,,Robbie O'Brien (Sole Trader),New Build,,,119635.8,N,,,,01/07/2014,,,120,,,3828.35,,239.27,01/07/2014,,Policy,1,01/07/2014,GHW,GHW,01/08/2014,,,2014GHW100237,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1006130392,GHW,1,"Greylough, Mullagh, Co. Cavan",,,Russell Brennan Keane,New Build,,,91982.38,N,,,,10/06/2013,10/06/2013,,120,,,3828.35,,239.27,01/06/2013,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100238,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140715,GHW,Apt 11,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,49529.22,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100239,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140716,GHW,Apt 12,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,84941.42,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100240,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140717,GHW,13,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100241,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140718,GHW,14,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100242,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140719,GHW,15,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,66996.05,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100243,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140720,GHW,16,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100244,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140721,GHW,17,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100245,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140722,GHW,18,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100246,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140723,GHW,19,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100247,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140724,GHW,21,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100248,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140725,GHW,22,"Carlinn Court, Mullaharlin Road, Dundalk",,,Hollywood Developments Ltd,New Build,,,75370.55,N,,,,01/08/2014,,,120,,,1754.66,,159.51,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100249,,,
Global Home Warranties,GHW ROI,Week 2,,SINI1002130150,GHW,6,"Alexandra Walk, Abbeylands, Clane",,,KPMG,New Build,,,29609.86,N,,,,08/02/2012,08/02/2012,,120,,,3828.35,,239.27,01/01/2012,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100250,,,
Global Home Warranties,GHW ROI,Week 2,,SINI1002130149,GHW,4,"Alexandra Walk, Abbeylands, Clane",,,KPMG,New Build,,,29609.86,N,,,,08/02/2012,08/02/2012,,120,,,3828.35,,239.27,01/01/2012,,Policy,1,01/08/2014,GHW,GHW,01/08/2014,,,2014GHW100251,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140759,GHW,Cypress House,"Leinster Square, Maynooth",,,KPMG,New Build,,,158145.4,N,,,,01/08/2014,,,120,,,3795.49,,237.22,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/09/2014,,,2014GHW100252,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140757,GHW,40,"Wilton Manor, Merrymeeting, Rathnew",,,KPMG,New Build,,,117963.82,N,,,,01/08/2014,,,120,,,3795.49,,237.22,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/09/2014,,,2014GHW100253,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140758,GHW,44,"Wilton Manor, Merrymeeting, Rathnew",,,KPMG,New Build,,,120056.08,N,,,,01/08/2014,,,120,,,3795.49,,237.22,01/08/2014,,Policy,1,01/08/2014,GHW,GHW,01/09/2014,,,2014GHW100254,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1009140772,GHW,15,"Glasheen, Drumlish",,,Drumattan Construction Ltd ,New Build,,,63258.16,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100255,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140726,GHW,53,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,89828.56,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100256,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140727,GHW,54,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100257,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140728,GHW,57,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100258,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140729,GHW,58,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100259,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140730,GHW,61,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,110496.19,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100260,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140731,GHW,63,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100261,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140732,GHW,65,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100262,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140733,GHW,66,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,110496.19,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100263,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140734,GHW,67,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,110496.19,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100264,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140735,GHW,69,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,115479.35,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100265,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140736,GHW,80,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,89828.56,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100266,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140737,GHW,85,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100267,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140738,GHW,99,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100268,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140739,GHW,107,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100269,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140740,GHW,125,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,157981.32,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100270,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140741,GHW,136,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,123300.04,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100271,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140742,GHW,138,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,128860.63,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100272,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140743,GHW,144,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,123300.04,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100273,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140744,GHW,145,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,128860.63,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100274,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140745,GHW,146,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,128860.63,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100275,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140746,GHW,148,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,128860.63,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100276,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140747,GHW,149,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,123300.04,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100277,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140748,GHW,170,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100278,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140749,GHW,171,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100279,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140750,GHW,175,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100280,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140751,GHW,176,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100281,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140752,GHW,178,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100282,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140753,GHW,179,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,114831.35,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100283,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140754,GHW,191,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,114831.35,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100284,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140755,GHW,192,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100285,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1008140756,GHW,193,"Church Hill, Tullamore",,,Crowe Horwath (Certain assets of Anthony Gannon & Unicorn Homes Ltd (In Receivership),New Build,,,93879.66,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100286,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1009140773,GHW,13,"Cairnsfort, Castletroy",,,Forge Parkhead Properties Ltd (Deirdre Kiely),New Build,,,86979.97,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100287,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1009140774,GHW,14,"Cairnsfort, Castletroy",,,Forge Parkhead Properties Ltd (Deirdre Kiely),New Build,,,79863.43,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100288,,,
Global Home Warranties,GHW ROI,Week 1,,SINI1009140775,GHW,43,"Cairnsfort, Castletroy",,,Forge Parkhead Properties Ltd (Deirdre Kiely),New Build,,,170006.31,N,,,,01/09/2014,,,120,,,3795.49,,237.22,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/09/2014,,,2014GHW100289,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140760,GHW,50,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100290,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140761,GHW,53,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100291,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140762,GHW,54,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100292,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140763,GHW,55,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100293,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140764,GHW,56,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100294,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140765,GHW,57,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100295,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140766,GHW,58,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100296,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140767,GHW,59,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100297,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140768,GHW,60,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100298,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140769,GHW,61,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100299,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140770,GHW,62,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100300,,,
Global Home Warranties,GHW ROI,Week 3,,SINI1008140771,GHW,63,"Cloon Lara, Athlone Road, Mullingar",,,PricewaterhouseCooper-Eoghan Linehan / William O'Riordan (Receiver),New Build,,,118255.65,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100301,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1009130871,GHW,42,"Shantraud Woods, Killaloe",,,Portard Developments Ltd,New Build,,,99334.75,N,,,,22/09/2014,22/09/2014,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100302,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1009130872,GHW,44,"Shantraud Woods, Killaloe",,,Portard Developments Ltd,New Build,,,119201.7,N,,,,22/09/2014,22/09/2014,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100303,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1009130851,GHW,127,"Maple Woods, Ballinacurra, Midleton",,,KPMG ,New Build,,,126155.13,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100304,,,
Global Home Warranties,GHW ROI,Week 4,,SINI1009130852,GHW,128,"Maple Woods, Ballinacurra, Midleton",,,KPMG ,New Build,,,126155.13,N,,,,01/09/2014,,,120,,,3784.18,,236.51,01/09/2014,,Policy,1,01/09/2014,GHW,GHW,01/10/2014,,,2014GHW100305,,,
